text,class
"she has asked three questions from modi and her questions are valid you could kindly answer them small vides minute but important
",1.0
bharat where even the leave for his term just like his records ,0.0
prime minister narendra modi has urged voters across the country turn large numbers vote the upcoming lok sabha elections series tweets modi said ,1.0
anyone better than modi when nehruji expired said there was alternative but shastiji proved was the best ever everybody including modi dispensible,1.0
dont think you bought anything why whining elections are the card let people decide whether they want buy from modi not and dont blame evms 23rd may eci has clearly said yhat elections will held using evms dont vote you dont trust evm,1.0
will not wear heart while vote this timechances heart failure,-1.0
support with leader honble prime minister narendra modi for new india ,1.0
modi bjp indians never played any victim card the called lsl who choose fool people the name journalism liberalism play this card see digested when called intolerant you all still talking butcher called cattel class,-1.0
idiot ever heard the russian sukhoi mki the best jet iaf has its fleet currently built indigenously hal for our air force farzi deshbhakts like you wont even hesitate shit our own company defend your baap modi pathetic,-1.0
and imran masood who want chop modi liberals grace ,0.0
through our vote ensure govt need and deserve responds modis appeal for the 2019 elections via namo app ,0.0
this shows how this government wrecking the environment ,0.0
this time blind faith modi… absolute hate for congress milind deora elections news the indian express ,-1.0
some times for political mileage leaders but good signal from modi jee how any body object pakistans birth day congratulation not given from india then you can scold,1.0
and also need modi for minimum years fix many pending issues,1.0
women are powerful nature wat hinduism states have every right choose our partners dress etc women has respected man should taught have self control ardhanaariswara avatar states how wife should treated and where she belongs,1.0
chowkidar jibe modi ,0.0
know under modi rule everybody become crorepati just check bjp leaders income for them arrived then why they concern about rahul alone,0.0
while busy articulating the way ahead for the nation way alleviate farmers woes unemployment improving funding for health and education modi busy selling tshirts twitter his sidekick busy selling bigotry fake nationalism looks good,1.0
jingoism cong mediaval think tank few armchair politico that party made runing prospect electoral fiasco they made sure modi full power this time best wishes the kamdaar chowkidaar sir,1.0
read the truth behind how modi selling off indias last remaining precious forests two days ago bhakts chor chowkidar were abusing for sharing this story its time wake and raise our voice save this goldmine biodiversity ,1.0
lol who gonna marry her hippopotamus every unmarried men become hitler and modi unmarrieddivorced women become feminists with agenda destroy everyones peaceful life get life miss marvi ,1.0
modi the countryhe worked chaiwala not chowkidarbut thanks the corrupt fraudulent activities etc had take the avatar,-1.0
while the modi busy dismantling our democracy congress president rahul gandhi has done everything his power fight for the rights every citizen uphold our democratic spirit ,1.0
congress will simplify the gabbar singh tax implemented modi government implement actual single slab gst benefit the medium and small businesses which have been destroyed gabbar singh tax ,-1.0
that’ why will bring modi back,0.0
for chair that power chandrababu can any extent that how grabbed power and telgu desam party from ntramarao his father law who what modi for him just think yar ,0.0
"rajasthan governor kalyan singh aligarh 23rd march all are bjp workers and want the bjp emerge victorious want that once again modi should become the important for the country
sourace ani",1.0
centre state govts working together make india tbfree 2025 via namo app ,0.0
thanks for your tweet but even then you can’ beat modi @ hustings,1.0
promise delivery modi came power with the promise ‘achche din’ but over the last five years has only overpromised and underdelivered ,0.0
will give modi whistle and cap wants chowkidar akbaruddin owaisi ,1.0
feku narendra modi shaheed bhagat singh shaheed diwas tribute via our pms knowledge history ,0.0
havent read your answer yet but sure its trump modi even leader can darpok who cant even sign the setu file gathering dust his desk for last years even leader now will read your answer  ,1.0
india needs enemy they will reelect modi pakistan one cannot even imagine man who was accused killing people end being ,0.0
modi the countryhe worked chaiwala not chowkidarbut thanks the corrupt fraudulent activities etc had take the avatar ,-1.0
logic word will defy them foreverusa was economically militarily scientifically superior most the nations 2016 but when fool said make america great again percent fools agreed that without counter questionthese modi clans are similar,1.0
want modi sir prime minister for long time now proved that including him too many people are against modi sir his thinking proved that thinking only for himself and his benefit,1.0
cant chowkidar brahmin subramanian swamy ,0.0
trend nothing but fooling people with hope for votes had congress atleast has vision something for this country rahul gandhi and his partymen would not have been after modi their only agenda ,0.0
his apprehension his real gut feeling stemmed from ground realities its for sure modi will india for long years come,1.0
congress years wasnt able complete one rafale deal bjp its years has already completed the rafale deal delivery rafales will start sept 2019 has already started proceedings for another fighter jet deal but congress will say that modi has hacked evms ,1.0
dirty politics start and doo whatever can too against modi papu raffles raffles fail chokdar chor chor chor chor chor machyee soor aur abb apne ristdaar mare hai 300 proof chayee ,-1.0
chowkidar hee chor hain baap chor beta bada chor aur unke gujju dost maa tukdo kharidne jurrat bhi kartein hain sab chor hain aaj bjp kal nahi high time the junta realises what bjp upto one more time modi and will only have remains ाेशबचा ,1.0
transformation indian railways under modiji governmenta step step information ,0.0
jds mla asks people slap those seeking votes for modi ,0.0
and hope hindustan will over take all other countries the field scientific technology coming days possible modi there for another 1015 yrs jai hind ,-1.0
"have two options this elections choose from
… lotus
… lootus nice lines seen banner bangalore want india modified agar majburi naam mahatma gandhi hai majbuti naam narendra modi hai modi for vision rahul for division",1.0
why need modi lead bjp government again 2019 jammu and kashmir police says baramula now free from local terrorists years vote for new india namo again  ,1.0
"those who themselves dont know how many fathers they have mother has idea who her kids are start and end their careers making puncture think the same way about others
waise amit modi kaun hai
naya aya hai kya maidan mein",1.0
boycott congress for behter india want modi,0.0
modi had promised congres free hindustan was holding government states three states voted opposition mere lies now penance they had doubted honest man will mandate modiji heavily wash off thier sin had not modi met this promise ,1.0
you think was modi behind that accident,-1.0
rajasthan governor 23rd march all are bjp workers and want the bjp emerge victorious want that once again modi should become the important for the country ,1.0
will come india after announcing his resignation today are getting new nirav modi the process,1.0
modi haters will definitely say dubbing acha kiya ,0.0
"since 201516 inc insisted with single standard rate capped 
but arrogant modi sarkar destroyed msmes for yrs with the worlds most complicated with rates 1000 modifications
",-1.0
she piggybacked modi wave one knew who she was politically 2014 there’ way she winning 2019 especially when whole bjp nosediving bihar rahul will regain his 25lac majority ‘,1.0
lost hopes job pak tvanchor after 23may wen modi will resume second tym fear vanishing lyk thapar into oblivion whatever anti modi jobs doing since 2002 but this croc tears wont work patriots india everybody knows who wat,0.0
found the article ,0.0
"fyi late kuldip nayar writes his book titled leaders and icons
from jinnah modi that indira gandhi was insistent cremating shastri allahabd but lalita shstri threatened fast onto death was not buried raj ghat with jai jawan jai kisan inscription",-1.0
intentions clearly not correct javed akhtar ‘modi’ credit ,-1.0
pappu kejri mamata look modi has bought over microsoft you must arrange for morcha protest ,0.0
"unemployment rate years high
male labor force shrinked since 2014
due fear being exposed modi didnt dare publish employment report mudra scheme till date",1.0
gawar bhakt jali also your stupid bio says counter fake news and propaganda lmao what narendra modi biopic not propaganda lol,1.0
that also means even congress comes power you cannot say congress did great job 20192024 because lot things started and proceeded modi govt please dont forget this future,1.0
"has stolen 15k and given nirav modi
such shame that you recover your personal loss cheating your customers fraud bank
please not open any accounts with these thieves
pnb the worst bank india
shame",-1.0
sharad pawar slams modi government for failing job promise via ,0.0
rajasthan governor kalyan singh aligarh 23rd march all are bjp workers and want the bjp emerge victorious want that once again modi should become the ,0.0
lol neeha its jus like giving our head butchered those who are not even humans,1.0
like you modi ,0.0
unambiguous analysis rafael why are and pil champ after modi government ,0.0
modi wasnt there ambedkars timebesides learn your own historyignorance blissambedkar came the constituent assemblyvia west bengal aided mondal,1.0
thanks anu sharma will vote and make sure people know are motivated vote for modi ,1.0
more than billion muslims are not one individual just like all hindus are not genocider modi,1.0
modi govt came power late may 2014 sanjay jhaji admitting and accepting the fact that last two years upa govt were bad that people lost jobs,-1.0
boss you have expressed your views several times over the past few months with heavy heartbut vote with the same heart jara heart halka karo,-1.0
five years ago people voted for modi they will now wear namo tshirts and vote for him again ,0.0
many brahmins have become chowkidhars ,1.0
modi got vote nda alliance partner got vote way contest when your vote crosses then you can get massive gain seats that’ how your sidjiwon 2015,0.0
you can through the subject female dietyit shows how dominant females areso point rights when already are dominant rest the misogynistic crap cooked chauvinistic males ,-1.0
our toi prestitute pork much pigs owaisi himself publish the same news ,1.0
this shows that modi lie hatred itna hai political parties pakistan mil jaenge,0.0
person who can beat modi modi himself just need play old videos ,1.0
renowned lyricist not happy with the clarificationclick here know why  ,-1.0
journalists writers and bureaucrats given lakhmonth write against modi through cambridge analytica via ,0.0
know that and thats enough already simple question was regarding her donning hijaab and playing azan parliament and media channels modi didnt came into picture anywhere this but bash modi whenever possible because thats the trend,0.0
please vote which below made your life miserable under modi govt ,-1.0
one vote can make all the difference answers modis election 2019 clarion call extends support his campaign ,0.0
lies modi exposed with facts,0.0
congress walo baar cunao mei pata lag jayega what modi request you wait and enjoy the moment ,1.0
going that analogy all modi’ are chacha bhatija then second thought “they actually are”  ,0.0
"worlds biggest electric car manufacturer confirms will enter india 2019 ceo founder tesla motors confirmed this today
will one the biggest make india success for modi ",1.0
why cant write one single tweet without blaming modi,-1.0
did construct waterway day dreaming according these arrogant bjp ministers india had infrastructure before 2014 everything created modiare fools trust these guys ,0.0
tongue wagging owaisis’ bash modi that loafers not lawyers when dog wags ’ tail for love loyalty freedom expression has restrictions legal action taken maintain decorum without fear mercy such people party must banned,1.0
and mrs koppalatota for namo again walk for namo again@ park mathikere bangalore last saturday many people were joining our team showed their enthusiasm for narendra modi our prime minister again ,1.0
grace congress pays cost for not having coalition congress bhai yeh modi met thopana ,0.0
stop comparing bigot mass murderer modi with someone like imran khan,0.0
modi urges noted personalities spread voter awareness via namo app ,0.0
and that would modi seriously,-1.0
saw your speech today modi could not see rdxyes cant see because not connected satellite while mobile conected with satelite,0.0
narendra modi’ decadeold decision now fructifies into japanese township gujarat firstpost ,0.0
does this happen islam,0.0
yes and its always modi funny guy,1.0
she right modi keeping watch these rich and corrupt family and their followers,1.0
what happened after modi took off his mic during karan thapar’ famous via ,1.0
final days modi government adani project jharkhand becomes indias first power sector sez the decision will save the company billion annually clean energy cess alone ,1.0
modi urges noted personalities spread voter awareness times india via ,0.0
"modi real other fake
",-1.0
true but hve also reaffirmed voting allegience each time,1.0
very true sir thats why they are against modi sir alliance created for scams and corruption,1.0
one vote can make all the difference anil kapoor answers modis election 2019 clarion call extends support his vote kar campaign via namo app ,0.0
sushma swaraj recounts narendra modi govts successes last years says voters will judge based commitment firstpost ,0.0
just years modinomics has made airlines bankrupt thats modi touch,0.0
raghuram rajan sent list high profile bank fraudsters modi early months his office and thereafter some reminders but modi failed act and why narendra modis campaign sheer hypocrisy ,-1.0
ratan tata lavishes praise says will deliver ,0.0
through our vote ensure govt need and deserve anupam kher responds modis vote kar appeal for the 2019 elections via namo app ,0.0
thanks much for endorsing the best qualities modi  ,1.0
"tag this fast growing youtuber cared abt this country thatacc him modi destroying democracyhe blind folded other politicians looks good bad bad good
sarcasm",-1.0
dnt turn pakistan into india like situation where millions muslims got killed terrorist modi,-1.0
since modi came power why always feel that rahul gandhi always mute mean just cant hear him ,-1.0
"vapas lana hai
desh agey badana hai
vote for modi vote for developement
its right each and every citizen ",1.0
governor kalyan singh aligarh 23rd march all are workers and want the bjp emerge victorious want that once again modi should become the important for the country ,1.0
after going thru all the comedy speeches shri rahul gandhii have come conclusion that his competitor not modi its rakhi sawant self obsessed cannot compare with kapil sharma far better comedian the shri rahul gandhi,1.0
centre state govts working together make india tbfree 2025 narendra modi via namo app ,0.0
modi govt hindus are behaving wildly,1.0
cant criticize anyone enemy country with pulling narendra modis name ,0.0
"from the sanitation campaign run modi
affected jai bhagwan goyal shahdara and the north eastern
launched cleanliness campaign several places delhi",0.0
poor kejriwal himself predicts modi rule till eternity getting nightmares which sees modi sitting diamond studded golden throne and crying and begging front him after awakening sees himself begging front shiela dikshit,-1.0
and even print this seriously whats this election modi entire opposition whats their agenda only defeat modi there noone saying anything about nation for ,-1.0
new post added mumbai press official site producer sandip ssingh turns singer for narendra modi biopic ,1.0
can you kindly elaborate the dharma friendly actions modi like rte hunar haat letting ganga tyagis die ayodhya delay etc,1.0
copy cat just like pakistan miadad did tried copy srikant reversed shot got out the same congress copying modi ,0.0
ayyo again you show your immaturity you are made for pappu modi not running away from varanasi ,0.0
why shud convince mat bhaai vote modi will convert mote voters same time namo than convincing opportunist what say sir,1.0
see the language chowkidar who are tweeting bhi sab you are bjp problem support modi amit sha but dont use bad laughing the culture rss,-1.0
dont live denial under modi economy doldrums and jobless growth making the nation edgy agrarian crisis has worsened national security under question after massive intelligence failure pulwama attack embrace change with ,-1.0
hahahaits like happy with modis leadershipur only worry now will remain forever you want him defeatedhow dumb reason really iit just iti has done well ppl will definitely keep him forever,1.0
must read ,0.0
you ppl deserve bjp modi alway negative for nonsense things about opposition shouting master stroke for every idiotic idea bjp does ‍♂️,-1.0
"that modi should not the utmost importance here
ाेशबचा",0.0
modi’ village electrification among world’ biggest successes this year says this report ,0.0
balakot why doesn’ the govt release death toll why proof bhakt antinational how dare you question the army asking proof saale chale pakistan didn’ ask for proof when imran khan said received modi’ pak day bhakt mute ,0.0
demo was black money caught modi did inspite rbi warnings bhakt atleast had the guts then why don’ you elect babu bajrangi had the guts admit stabbing the womb pregnant muslim broad daylight bhakt mute ,1.0
airstrikes bhakt modi says ‘had rafale been there the results would’ been different’ true wah modiji wah isn’ that insulting heroes like abhinandan doesn’ that mean the govt has failed this time bhakt you antinational bhaago chale pakistan ,-1.0
soon new elected this rascal racist extremist murderer should behind the bars modi selected worst ,-1.0
for modi for locket chatterjee lokshava ,0.0
hoshiyar zardari bilawal baghawat sazish bilawal bhutto via remember asif ali zardari shiite nonmuslim and his blood can never patriot pakistan modis attack maybe invitation zardar and nawaz sharif,0.0
whats with bollywood and congress why are they promoting mediocrity the forefront common people deserve something better dont ,0.0
 never vote for modi,0.0
want see our country becoming superpower thn just vote for only strong govt political will can make our country superpower modi his political will power that will take our country lot forward isliye india ,1.0
congress needs alliance counter modi’ reliance,0.0
modi govt met disinvestment target only because one public sector company bought another ,0.0
varanasi loksabha seat against modi aap gives congress congress gives gives bsp bsp candidate joins bjp  too much fun ,1.0
pledge your first vote for modi ,1.0
look any one says that modi perfect not but course better than having pappu prime minister even congress presented any othe intelligent candidate would have understand even they presented tharoor having murder case would have understan,1.0
modi sir please help ,0.0
"modi never declared chowkidar for pulwama
theft dataexpert data fudginggdp unemployment including design templates fake degree certificates only declared chowkidar for bjp funds collected thru electoral bonds",-1.0
"youre hindu nationalist how can you not punish modi this
",0.0
voters will choose wisely and reject modi who put vikas reverse gear with his disastrous demonetisation and badly executed gst india needs gst reform and experienced best bet ,1.0
congress rule enables chaiwalanow chowkidar they didnt allow hatredrss grow how cud modi become the way mind has shrunk there many things that congress has made today all using including the independence,1.0
calls modi demon den must know pisach,0.0
"due automation and artificial intelligence further job will decrease for sure irrespective any govt
modi focus start will bring more job and self employment",1.0
adani upadhyay later middle man who introduced adani modi long back ,-1.0
defeat modi else will prime minister for ever arvind kejriwal india news times india ,0.0
anti trying use facts and logic sway the masses are way off base because the electoral base swayed and hatred minorities ,-1.0
these parties are experts looting exploiting modi remembers ram manohar lohia target mahamilawat via namo app ,0.0
that good the people india nationalists want modi forever elections are waste money and leads more corruption and violence opposition,1.0
why modi’ chowkidar campaign nonstarter ,0.0
gujrat model failure and modi lied ,-1.0
that your ego because you are not ready accept the failures modi,-1.0
kay bola hoga know modimodimodi will tell one story there was gang chor there act was they visit market and one them chori and pass the iteam next and the first chor only shouting chor chor chor chor papu are like that,1.0
shatrughan sinha was far bigger public figure than you are siddiqui bigots and their support not required bjp rant rant and rant much you can wont make any difference modi cant defeated,1.0
modi cheerleaders can help him sell tshits caps ,0.0
modi while preparing manifesto include some relief for tax payers high way toll tax current situation for tax payers like double taxation,1.0
"salman khan good actor
great jokehe relation with acting like modis relation with usmuslims",1.0
this hindutva terrorism enjoys the tacit support the modi government overwhelming majority antimuslim lynchings have occurred since 2014 with many attackers acquittedbrutality aginst muslim families india ,1.0
subbu with you swamy right thinks has right order get work done from chowkidar let modi his blind bhakts put pakodawala chaiwala jamadaar its their wish exercise our freedom appointed chowkidar can sack him too ,1.0
some ppl gone crazy after modi came ,-1.0
why modi have not held single press conference why can’ speak and answer the questions why only false speeches public conference this not what looking forward our prime minister  ,-1.0
again agenda only defeat bjp could have told them about development agenda health care there are many issues but they only have one defeat modi,1.0
drswamys timesnow last year debate nearly million views the modis 2017 timesnow interview has million views,1.0
"dear beti sapna bjp mla gave stupid remarkson seeing you joined chor cong party you did much effortsdid much for yourfamily one thing sharing with youif you contest elections with modi bjp much bettersuggested you like
fathergood wishes regards",-1.0
modi the darling business must ,0.0
trump lets make america great lets make china superpower modi lets make everyone ,1.0
hihihi balancing act blame modi even not remotely linked,1.0
"namaskar bharat mey bhi choukidar hun bharat maa centre state govts working together make india tbfree 2025 narendra modi
",0.0
rahul gandhi inherently transparent honest and identifies with every indian with him lies hypocrisy falsehood modi rule will thing past ,1.0
"you tolerated whole india for years you tolerated the poor
you tolerated other religions just supported one
you even tolerated your own party members
and the most you tolerated the nation and questioned the indian army and you are talking about tolerance ",1.0
modi boasting about digital had wait for more than deposit cash ₹50000 sbi mahim had deposited 5th mar butch was not honoured being old format now have applied for beech book may take week how deposit ppf before mar,1.0
can you please verify this tweet claiming bjp leaders forced nirav modi flee india ,-1.0
just imagine how much karnatakas economy would have flourished under modis leadership ,1.0
remember bjp hindu party and they are moving very cautiously that there turmoil major proportion topple development agenda,1.0
fools and inexperienced are damaging more and ruling lessmodi hatao and india bachao ,1.0
see the lutyen and his anti modi mindset,0.0
ratan tata optimistic and praised modis leadership for new india,1.0
the arrest nirav modi and the rule law ,-1.0
deram make new india and make our country super power world but all this politceants congresssp aapjds agenda the election stop modi they dont have any agend development then why you guys vote them ,1.0
"former odisha dgp prakash mishra joins bjp and will contesting from the cuttack lok sabha seat praised modis response pulwama strike also stressed that its time for parivartana odisha
bjp odisha looking strong ",1.0
mother was the most troubled one during demonotization she used joke jitna bacha rakha tha sab modi jama kara diye today when bank the manager told that you are eligible for 2000 all got was blessings and more blessings ,1.0
country like india where youth and peoples are thinking about rise above and growth our modi spreading idea selling pakoda and becoming chowkidar definitly has distressed many peoples,1.0
now the only concern how modi comes back and takes challenges which deserve second term alongside continuation reforms which will push india another level prosperity and development,0.0
deserves punishment for his hate speeches ,-1.0
"indian has already win modi completed triple century
all chamcha contribute less than one century",1.0
this what has led global rise and why discontent fanned social media giving impetus populist leaders brilliant essay the london school economics ,1.0
modi returns power will become foreverwhat about you sisodiaji will overthrow you from cmship,0.0
"wherever there injustice people feels its right blame modi why farmers are not raising issue state govt fighting elections against their state parties
answer simple cause modi aggressive and people india believes that only can resolve issues ",1.0
gaali politics returns now andhra pradesh chandrababu naidu calls narendra modi quotdemonquot looks demon for all corrupt gaddar netas,-1.0
hahathis salmasabrina with flavor and twistsociopath salma says modi govt cares for the rich ignoresrobs the poor sabrina vadri quotes like maos red book quotations ,-1.0
almost 4000 crore spent but the ganga more polluted under modis watch ,1.0
dont worry minister indian muslims are developed much better life live standard life than pakistan you dont fear for modi your cheap tweet about our government,1.0
why pakistan crying name modi every day how nations support india airstrike why was not after 2611 why there was electrification thousands villages after independence how indian economy became 6th largest economy world years,-1.0
are you against modi voting nota,0.0
"gandhi who has been entrusted with taking final call the coalition with aap will hear out senior leaders and their stand the issue
follow live updates here ",1.0
kamal haasan takes chowkidar modi kamal haasan modi rich mans guard stopping poor people from entering,-1.0
ppl can keep thier name after india god name and then they can say anything thank modi for his polices and his way working how ppl like getting exposed slowly and slowly burkah went kargil and used sattlite phone also and help otherside true tell ,-1.0
"there typical liason mutual benefit between both the modis way which amounts cheating the nation
",-1.0
its ⁦ versus faceless opposition polls says ⁦ ⁦ ⁦ ,0.0
have never said that modi succeed yet even also criticizes modi for not haven better plan for demonotisation but just believe that better that rahul gandhi,1.0
should free cost mtlb chunav prachar bhi hum kare pese bhi hum wah modi wah aese bane yrrr ,1.0
very true modi govfailed provide employment,1.0
india wants leader who has vision success build strong united india who can fight against internal well external enemies and could represent india global platform all these qualities exist modi ,1.0
"
the foundation for new india 2022 has already been laid the modi govt with the vision housing health and education for all india realising its aspirations towards prosperous future via namo app",1.0
have changed profile picture add strength the movement appeal each one you join prime minister modi this endeavour ,0.0
dear governorani can you let the people indian how much rbi has has given modi govt during last five years please inform the outcome demonetization amt circulation howmuch 5001000 notes and deposited with rbihow much fake currency detectedbenifit nation ,-1.0
tweet this telugu touch more local issues dont simply ride modi wave get the ground immediately this twittering english wont work guys simply wasted years time,1.0
modi pls come karnataka show the power youths campaigning you pls come  ೀ್ಂ್ೆ28ಕ್ೆ,0.0
akbaruddin owaisi challenges modi again questions main bhi chowkidar campaign ⚡⚡ ,1.0
had drawn iterinary tour ram temple sardar patel statue chatrapati shivaji museum pune etc last year not yet sure this life time will able realise ,1.0
better example that this namak harami you say anything modi that’ fine some extent but supporting the one who shouts for dividing india seriously raises question regarding your fundings and your conscience ,1.0
governance under the bjp has become circus there ringmaster but there are lions tigers the whip cracked lambs and rabbitsthere are course enough clowns who will say that there will elections after 2019 via ,0.0
major reason for social hatred and strife modi rule lack employment opportunities expanding employment avenues cong will ensure individual happiness and social harmony ,1.0
young and dynamic chowkidar says you are not with modi you are anti india ,1.0
pls watch the video has decoded the oppositions aim remove modi ,0.0
please sell off our forest please make india desert request all chowkidars first protect environment before anything else dont dilute the env laws ,1.0
modimodii will say this 1000 times that slave hdd has guts come slap will show him the hell,0.0
modi’ blog lohia opposition parties and their friendly media damage control mode the hypocrisy the ramshackle group parties the opposition appalling ,1.0
tulsi gabbard rejected interviews with tyt but chats with tucker carlson tucker carlson one the world’ most prominent white nationalist propagandists she also supports drone strikes torture and supports modi assad and other genocidal monsters she’ leftist,1.0
stature yeah right standing tall pile lies only modi can ,1.0
even with massive mandate 336 seats the nda government under modi has not been able anything impressive heres excellent analysis maitreesh ghatak udayan mukherjee ,1.0
they have manifesto except modi haataaoo,0.0
vote for modi vote for better future ,1.0
arvind why you are fearing modi saab,0.0
indian movie producers are desperate that they produce narendra modis biopic even before end his career politics now think that taimurs biopic not far ,-1.0
best wishes for 2019 election wish from god you will win huge number vote india need leader like and also party like bjp and sri modi again prime minister india may thursday 2019,1.0
sir one request why bjp candidate contesting from mandya felt very bad that not voting first time from last year voting mandya also have huge modi fans you could have put candidate from mandya,-1.0
public toilet near kanagadurga temple nizampeteaten money given modi govtcheater,1.0
rajdeep think 4got that imran not indian never combine cases like dis whenever talk imran dont comparison with modi its becoming stale,-1.0
this time blind faith modi… absolute hate for congress milind deora elections news the indian express via ,-1.0
wat about chindi modi wen saya vanakkam puddhucherry wen asked about the women safety india ,0.0
"china worried new stance modi govt
",1.0
petrified that modi will remain firmly saddle like gujarat ,-1.0
not wrong the actual temperature might but and his party facing the modi heatwave for sure hence the degrees ,1.0
indias rupee goes from asias worst bestperforming currency just five weeks via ,-1.0
"modi bhakts telling lies about rahul but rahul pidis are telling truth about modi
’ like cong saying k0ran god’ revelation but there proof for lord ram
’ like arabic ideology followers are peaceful but hol gives birth terr0rism",1.0
 btw prakash raj contesting from blore central yes modi scared him ,0.0
very true but congis will start campaign that modi scared best for him fight from whichever second seat prefers contestor let smritiji contest against wayanad elsewhere,1.0
major reason for social hatred and strife modi rule lack employment opportunities expanding employment avenues cong will ensure individual happiness and social harmony,1.0
the cow vigilantism and moral policing minus any real growth has put off many supporters who thought modi could actually bring about change the only change cows are more important than humans soon the country will only have cows best luck running with cow janta,1.0
rjd leader tejashwi yadav public ‘thanedar’ they will teach ‘chowkidar’ lesson this election public modi modi has cheated the countrymen country saw maximum unemployment under his regime communal forces have become stronger’,0.0
"before modis arrival 2014 all supported him for better india and all know what got last years
party will change and will change and problems the common people will remain same
every vote and every election lesson",1.0
from selling dreams 2014 selling tshirts 2019 modi sure has come long way,1.0
modi rahul firm narratives election crisscross ,-1.0
the modi govt failure what you call the congress govts minus raos the rest them including vajpayees disgrace india,-1.0
allow only modi ,0.0
not forgiveness terrible irresponsibility immaturity and abdication duty you cant just forgive rapist killer there reason why they are punished larger implication for humanity too btw when forgiving modi for defeating him,-1.0
yes but how people think its modi alone doesnot make any sense bjp has almost alliance partners right now bjp expert setting fake narratives,-1.0
chowkidar was name calling word thrown modi rahul gandhi foolishly happy that many opposition circuits are flustered now ,1.0
would better you ask about credible intellectual opposing modis record that would more fun ,1.0
"has the bjp hit the right note its choice symbol for political messaging there difference between chowkidari and leadership
",1.0
correct just have faith and trust modishah combo,0.0
nobody should asked pakistan they love their country did modi modi ordered them how will you support your argument that the gurugram incident was govt supported,1.0
jai are with the new india which only mumkin when modi will come into power again ,1.0
not worried vote worried about modi also take care licking abilities modi not paying attention you can become next smriti ,0.0
why sir mam shabana azami hate much that have seen criticizing him his govt before this time for tseries contract signed narinder modi film song shamefull,-1.0
pakistan girls can wear whatever they want but they cant roam streets,0.0
yes agree but should narender modi phir ,0.0
the great modi trap ways congress has walked into ,1.0
"know going into dirty details nehru family itself getting gutter level
nehru cudnt get out edwina indira out mathai yoga mat
mathai writes book dirty mind blame modinow this pervertness hatred has poisoned mind killing logical thinking",-1.0
yes cannot make any knee jerk moves drastic action even after has 100 legal the parliment and via pleas ammendments with ratification via courts but art minority has addressed make majority also part parcel our rights,1.0
bhi chokidar support modi sir clean india,1.0
many matters national objecftives requiring serious remaining why modi and rahul after the trivial chowkidar issue political statndards are declining below substandard level,1.0
congress star campaigner attack tshirt seller shows they issue raise against modi government,0.0
chowkidar modi will ensure cases opened with accused get prosecuted all legal hurdle settled for prosecution with illegal money returned govt kitty which ensures windfall revenue govt all crooks are joining together safeguard illegal wealth which modi take,-1.0
tells his favorite persons twitter encourage people vote more and many those just retweeting with thank you all happening much moved this will vote twitter should provide evm here also ,1.0
yes bjp will fall short 200as individual party cong would around 100 may bjp but not modi ,0.0
going too extreme now please dont call people antinarional who dont vote for bjp modi all are free choose who vote,1.0
"from whatsapp have two options this elections choose from … lotus
… lootus nice lines seen banner bangalore want india modified modi for vision
rahul for division
all others for televisions  ",1.0
must vote for modi ,0.0
"mam praying for his speedy recovery and let know what way can support help regards
modi bhakt rashtra bhakt
keeping aside difference opinion when life individual stakeculture matters",0.0
nope ganga got even dirtier over four years modi govt said scientific report that the govt hid brought the facts out ,0.0
suli bele sir felt very bad that this time cannot vote bcz from mandya bjp candidate have modi fans mandya also dont know why candidate contesting from mandya from last yrs have voting and voted bjp elections this time not voting any body,-1.0
imran khan has already acted modi will never act please stop trying equate the two they are not same and will never same,0.0
called secular leaders will reply like that why the priest was disturbing peace area praising modi praising modi was attack peace loving noora ali priest should arrested charges disturbing peace ्ों ी ै ,-1.0
one see the fake calculation calsi chek kariye modi ,-1.0
modi will next request you kindly reconsider assam from the preview under cab16 will help keep your image for ever,1.0
the practice sati johar etc gained prominence only after mughal invasions ignore the porki shameless people brutal rapes conversion polygamy halala fgm burqa marrying into their relatives dont waste your time,-1.0
only modi,0.0
another one who expects defeat modi without contesting election join the growing list hopefuls ,0.0
jai hind modi very nice thought,1.0
neither junior modi nor senior modi can take unscripted questions ,0.0
this campaign low hanging fruit seems giving free publicity and brownie points modi champion democracy raga camp had put into some effort they could have done something similar,1.0
must read final days modi government adani project jharkhand becomes indias first power sector sez via ,1.0
india will become islamic nation not but for sure will not hindu nation under modi rule will dalitstan hindus vote without fear muslim rule use nota massively and show your non confidence political systempoliticians,1.0
last thing indians needed keep going modi ,0.0
rahul gandhis politics love can defeat the modi politics hate its time vote for love over hate ,-1.0
"one the most hard working minister modi govt
opposition being afraid modi not because his popularity but his works too
they knowif got another 5yrshis initiated project will get completed
thentheir false allegations will vanish under his achievements clouds",-1.0
opposition always resorted mockery personal attacks communal divide and unhealthy criticisms you have other agenda than remove modi for that very purpose you even allied with arch rival bsp now you are feeling the heat being exposed before people,-1.0
yesjaitleys evaluation modi correct modi suffers from the dunningkrugereffectthat means modi has bias illusory superiority which comes from the inability lowability people recognise their lack ability hrs hard workingchestthumping etc,-1.0
documents reveal modi and javadekars war indias environment huffpost india ,0.0
2rs per tweet correct pakdaso modi zamane price itna girgaya lets vote someother govtbhav badao,0.0
modi comes power again will convert all savarna hindus the reservation for scst will increased chaiwala pakodawala chowkidar nautankibaaz banaoge toh hindus destroy karega chalega,-1.0
